College,Major,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022,2022-2023,2023-2024
Contra Costa ,Geography-220600,0,0,0,1,0,0,1,0,0,0
Contra Costa ,"Health Occupations, General-120100",7,7,5,37,19,18,9,12,10,4
Contra Costa ,History-220500,5,0,1,8,3,3,4,5,1,1
Contra Costa ,Human Services-210400,34,41,40,46,32,32,27,29,11,23
Contra Costa ,Humanities and Fine Arts-490310,39,46,41,61,61,80,64,63,54,77
Contra Costa ,Humanities-490300,5,9,7,8,11,12,9,6,3,11
Contra Costa ,Industrial and Transportation Security-210530,5,2,6,0,0,0,0,0,0,0
Contra Costa ,"Information Technology, General-070100",0,0,0,0,0,0,0,8,23,39
Contra Costa ,Journalism-060200,2,4,6,12,11,4,4,2,3,2
Contra Costa ,Kinesiology-127000,0,2,1,1,2,4,3,2,7,2
Contra Costa ,"Law, General-140100",0,0,0,1,1,3,2,1,1,1
Contra Costa ,"Liberal Arts and Sciences, General-490100",153,142,139,243,204,249,216,175,180,211
Contra Costa ,"Mathematics, General-170100",5,3,6,12,14,11,9,6,11,9
Contra Costa ,Medical Assisting-120800,7,48,26,40,32,18,3,6,18,10
Contra Costa ,Music-100400,1,0,2,1,3,1,4,2,1,1
Contra Costa ,Office Technology/Office Computer Applications-051400,11,8,7,17,5,8,7,6,9,10
Contra Costa ,Other Biological Sciences-049900,0,34,26,35,61,68,58,51,89,47
Contra Costa ,Paramedic-125100,0,0,0,0,0,0,1,1,0,0
Contra Costa ,Philosophy-150900,0,0,0,0,1,1,2,0,4,2
Contra Costa ,Physical Education-083500,0,3,0,2,1,2,1,1,4,1
Contra Costa ,"Physics, General-190200",6,1,5,4,5,5,3,5,5,6
Contra Costa ,Political Science-220700,3,1,3,17,10,6,9,6,6,6
Contra Costa ,Preshool Age Children-130540,17,20,21,25,32,16,15,20,33,37
Contra Costa ,Probation and Parole-210520,0,0,0,0,1,0,1,0,0,0
Contra Costa ,"Psychology, General-200100",16,14,17,31,39,35,40,46,46,51
Contra Costa ,Real Estate-051100,4,0,0,0,0,4,6,7,10,16
Contra Costa ,Registered Nursing-123010,35,40,36,44,45,42,35,38,34,43
Contra Costa ,Social Justice: Chicano Studies-220160,0,0,0,0,0,8,1,4,2,3
Contra Costa ,Sociology-220800,26,28,34,42,47,39,30,19,20,19
Contra Costa ,Software Applications-070210,0,2,3,0,0,0,0,0,0,0
Contra Costa ,Spanish-110500,3,1,2,2,8,0,1,3,0,1
Contra Costa ,Speech Communication-150600,14,15,28,10,11,6,9,3,7,8
Contra Costa ,The School Age Child-130550,5,8,3,0,3,2,0,4,9,7
Contra Costa ,Transfer Studies-490110,0,0,0,0,0,357,370,215,360,202
Copper Mountain ,Accounting-050200,9,3,4,2,3,4,1,4,1,0
Copper Mountain ,Administration of Justice-210500,22,15,19,16,17,25,12,14,12,15
Copper Mountain ,Alternative Fuels and Advanced Transportation Technology-094840,0,0,0,2,0,0,0,2,0,1
Copper Mountain ,Anthropology-220200,2,0,0,2,2,0,2,0,1,1
Copper Mountain ,Art-100200,1,2,4,0,6,4,5,1,6,3
Copper Mountain ,Automotive Technology-094800,2,3,0,2,3,0,1,10,2,10
Copper Mountain ,Biological and Physical Sciences (and Mathematics)-490200,26,39,35,60,42,59,44,76,35,48
Copper Mountain ,"Biology, General-040100",0,0,0,0,0,0,0,0,1,2
Copper Mountain ,Business Administration-050500,23,41,23,13,25,29,28,18,20,13
Copper Mountain ,"Business and Commerce, General-050100",6,3,1,2,2,5,2,6,3,0
Copper Mountain ,"Chemistry, General-190500",0,0,0,0,0,0,0,0,1,1
Copper Mountain ,Child Development/Early Care and Education-130500,9,5,11,13,7,3,4,3,8,8
Copper Mountain ,Computer Information Systems-070200,4,5,4,5,3,3,4,3,3,0
Copper Mountain ,Computer Networking-070810,0,0,0,0,3,2,1,1,1,3
Copper Mountain ,Computer Programming-070710,2,12,8,9,7,4,2,9,5,4
Copper Mountain ,Computer Science (Transfer)-070600,2,8,4,8,9,9,3,2,4,7
Copper Mountain ,Construction Crafts Technology-095200,0,0,0,0,0,0,0,0,0,2
Copper Mountain ,Culinary Arts-130630,0,1,2,3,0,1,0,1,0,0
Copper Mountain ,Drafting Technology-095300,0,0,0,0,0,0,0,0,3,2
Copper Mountain ,Economics-220400,5,13,8,1,4,11,4,4,5,1
Copper Mountain ,English-150100,0,5,8,3,5,3,1,4,2,0
Copper Mountain ,Environmental Studies-030200,0,0,1,0,1,1,0,0,0,1
Copper Mountain ,"Fine Arts, General-100100",0,0,1,0,3,1,2,4,3,1
Copper Mountain ,Fire Technology-213300,2,7,1,11,3,4,6,2,2,5
Copper Mountain ,History-220500,4,1,0,4,5,7,4,1,2,2
Copper Mountain ,Humanities and Fine Arts-490310,10,11,8,4,11,14,10,6,14,13
Copper Mountain ,Kinesiology-127000,0,0,0,0,0,0,0,0,0,1
Copper Mountain ,"Liberal Arts and Sciences, General-490100",6,7,11,15,12,19,21,19,23,20
Copper Mountain ,Liberal Studies-490120,1,1,5,7,9,7,3,5,3,4
Copper Mountain ,Licensed Vocational Nursing-123020,28,14,20,22,23,24,23,25,24,24
Copper Mountain ,"Mathematics, General-170100",5,10,8,4,9,14,0,7,4,6
Copper Mountain ,Philosophy-150900,1,3,0,0,0,0,0,0,0,0
Copper Mountain ,"Physics, General-190200",0,0,0,0,0,0,0,0,4,4
Copper Mountain ,Political Science-220700,0,4,5,3,3,7,12,3,1,4
Copper Mountain ,"Psychology, General-200100",6,14,8,10,8,19,22,17,18,21
Copper Mountain ,Registered Nursing-123010,29,25,24,28,22,29,22,21,30,28
Copper Mountain ,Sociology-220800,4,9,3,7,6,8,11,4,2,5
Copper Mountain ,Software Applications-070210,3,4,1,2,1,4,3,1,2,1
Copper Mountain ,Spanish-110500,0,0,1,1,0,1,0,0,0,0
Copper Mountain ,Speech Communication-150600,4,2,2,5,6,5,1,4,1,3
Copper Mountain ,Transfer Studies-490110,41,65,40,42,37,54,32,33,14,30
Cosumnes River ,Accounting-050200,37,34,52,77,59,65,72,61,62,62
Cosumnes River ,Administrative Medical Assisting-120820,10,15,17,15,23,11,23,19,11,9
Cosumnes River ,Advertising-050910,0,0,0,0,0,0,2,0,1,0
Cosumnes River ,"Agriculture Business, Sales and Service-011200",3,3,7,0,1,2,4,5,2,2
Cosumnes River ,"Agriculture Technology and Sciences, General-010100",1,0,1,2,3,0,0,0,1,1
Cosumnes River ,Alcohol and Controlled Substances-210440,1,2,5,3,7,11,4,3,1,3
Cosumnes River ,Anthropology-220200,6,8,6,6,4,7,8,5,6,9
Cosumnes River ,Applied Photography-101200,14,7,28,7,9,19,5,7,11,3
Cosumnes River ,Architecture and Architectural Technology-020100,9,13,5,16,16,16,20,28,17,26
Cosumnes River ,Art-100200,8,9,8,14,15,22,14,15,14,31
Cosumnes River ,Automotive Technology-094800,185,62,81,188,78,68,5,49,165,90
Cosumnes River ,Banking and Finance-050400,2,0,3,3,1,0,0,0,0,0
Cosumnes River ,Biological and Physical Sciences (and Mathematics)-490200,62,45,66,73,158,168,178,216,235,239
Cosumnes River ,"Biology, General-040100",41,20,28,39,44,46,47,77,121,137
Cosumnes River ,Broadcast Journalism-060430,0,1,0,2,0,2,1,1,0,0
Cosumnes River ,Business Administration-050500,111,125,148,200,173,208,225,219,230,213
Cosumnes River ,"Business and Commerce, General-050100",4,4,12,17,29,32,39,31,50,44
Cosumnes River ,Business Management-050600,3,0,1,3,8,2,2,5,3,8
Cosumnes River ,"Chemistry, General-190500",1,2,3,1,0,1,1,1,0,1
Cosumnes River ,Child Development Administration and Management-130580,2,3,8,7,5,1,8,4,5,7
Cosumnes River ,Child Development/Early Care and Education-130500,15,12,53,74,48,64,74,81,57,48
Cosumnes River ,Civil and Construction Management Technology-095700,9,6,7,16,14,14,11,19,23,21
Cosumnes River ,Commercial Music-100500,0,0,0,0,0,0,0,2,0,0
Cosumnes River ,Computer Information Systems-070200,4,2,8,12,13,9,9,9,10,12
Cosumnes River ,Computer Infrastructure and Support-070800,0,3,5,8,4,10,17,13,22,27
Cosumnes River ,Computer Networking-070810,3,9,7,10,3,7,7,3,11,9
Cosumnes River ,Computer Programming-070710,5,12,5,23,9,12,15,18,14,17
Cosumnes River ,Computer Science (Transfer)-070600,3,4,6,16,7,17,19,31,34,25
Cosumnes River ,Computer Software Development-070700,3,0,1,0,1,0,2,2,3,0
Cosumnes River ,Computer Support-070820,5,8,5,3,2,1,0,2,3,6
Cosumnes River ,Construction Crafts Technology-095200,1,0,0,1,1,2,2,2,12,10
Cosumnes River ,Construction Inspection-095720,5,3,4,6,11,13,1,4,5,3
Cosumnes River ,Culinary Arts-130630,0,0,0,7,0,0,0,0,0,0
Cosumnes River ,Database Design and Administration-070720,9,14,18,27,23,15,19,7,14,9
Cosumnes River ,Desktop Publishing-061450,0,0,0,1,0,0,0,0,0,0
Cosumnes River ,Diagnostic Medical Sonography-122700,12,0,15,0,8,0,0,16,3,3
Cosumnes River ,Dietetic Services and Management-130620,5,1,1,3,1,0,0,0,0,0
Cosumnes River ,Dietetic Technology-130660,3,0,0,0,3,0,0,0,0,0
Cosumnes River ,Dramatic Arts-100700,0,1,3,3,7,4,6,0,0,5
Cosumnes River ,E-Commerce (Business emphasis)-050970,0,2,0,0,1,0,0,0,0,0
Cosumnes River ,Economics-220400,0,0,4,4,11,13,7,11,17,21
Cosumnes River ,Emergency Medical Services-125000,2,0,1,2,1,2,1,0,0,20
Cosumnes River ,"Engineering, General (requires Calculus) (Transfer)-090100",6,4,5,8,5,8,6,13,5,8
Cosumnes River ,English as a Second Language - Listening and Speaking-493086,11,0,1,1,0,0,0,0,0,0
Cosumnes River ,English as a Second Language - Reading-493085,10,0,0,1,0,0,0,0,0,2
Cosumnes River ,English as a Second Language - Writing-493084,12,0,1,2,0,0,0,0,0,0
Cosumnes River ,English-150100,8,7,7,10,13,24,23,17,22,20
Cosumnes River ,Environmental Studies-030200,1,0,1,2,1,1,3,2,1,1
Cosumnes River ,Equine Science-010240,0,3,2,5,1,1,2,1,0,3
Cosumnes River ,Ethnic Studies-220300,0,0,0,0,0,0,0,0,1,1
Cosumnes River ,Film Production-061220,5,3,5,6,7,10,7,11,8,6
Cosumnes River ,Film Studies-061200,7,5,11,7,10,6,7,11,3,8
Cosumnes River ,"Fine Arts, General-100100",0,1,0,3,2,2,1,3,1,5
Cosumnes River ,Fire Technology-213300,2,10,9,4,6,14,5,11,4,8
Cosumnes River ,General Studies-493000,0,0,0,0,0,0,12,4,17,19
Cosumnes River ,Geographic Information Systems-220610,1,4,2,3,3,0,0,0,0,0
Cosumnes River ,Geography-220600,8,8,5,4,8,11,11,7,6,4
Cosumnes River ,Geology-191400,0,0,1,0,0,2,1,0,0,0
Cosumnes River ,Health Education-083700,4,6,4,3,4,8,3,1,0,0
Cosumnes River ,Health Information Coding-122310,2,8,0,4,8,5,5,6,5,3
Cosumnes River ,Health Information Technology-122300,18,19,13,12,15,20,30,9,29,17
Cosumnes River ,"Health Occupations, General-120100",0,0,0,0,0,0,3,4,9,18
Cosumnes River ,History-220500,1,4,5,4,12,14,20,17,8,15
Cosumnes River ,Horticulture-010900,2,0,0,0,2,3,0,0,4,6
Cosumnes River ,Human Services-210400,16,13,11,16,19,23,12,19,5,7
Cosumnes River ,Humanities and Fine Arts-490310,0,0,0,0,29,32,18,25,25,30
Cosumnes River ,Humanities and Social Sciences-490330,0,0,0,0,124,124,105,92,95,93
Cosumnes River ,Humanities-490300,0,1,0,0,0,0,0,0,1,0
Cosumnes River ,Infants and Toddlers-130590,0,0,4,8,4,7,9,8,7,4
Cosumnes River ,"Information Technology, General-070100",0,0,0,3,8,14,18,28,33,21
Cosumnes River ,Journalism-060200,5,1,6,4,3,6,8,5,6,1
Cosumnes River ,Kinesiology-127000,0,0,0,0,0,19,19,19,22,23
Cosumnes River ,Landscape Design and Maintenance-010910,5,1,0,1,1,9,0,1,3,3
Cosumnes River ,"Liberal Arts and Sciences, General-490100",0,0,0,0,3,3,6,7,5,5
Cosumnes River ,Liberal Studies-490120,5,2,1,4,5,8,8,16,15,7
Cosumnes River ,Management Development and Supervision-050630,0,0,0,2,8,0,1,3,3,2
Cosumnes River ,Marketing and Distribution-050900,2,2,0,0,2,2,5,6,8,13
Cosumnes River ,"Mathematics, General-170100",9,8,14,20,18,23,29,31,25,22
Cosumnes River ,Medical Assisting-120800,29,29,37,42,41,31,25,26,33,34
Cosumnes River ,Music-100400,1,2,1,1,3,6,1,4,3,3
Cosumnes River ,Nursery Technology-010930,0,0,1,0,0,0,0,0,0,0
Cosumnes River ,"Nutrition, Foods, and Culinary Arts-130600",0,3,4,6,14,7,4,9,9,11
Cosumnes River ,Office Technology/Office Computer Applications-051400,6,5,5,5,3,5,7,6,4,4
Cosumnes River ,Pharmacy Technology-122100,15,8,6,13,10,12,3,12,7,17
Cosumnes River ,Photography-101100,1,0,5,1,5,4,0,0,0,1
Cosumnes River ,Physical Education-083500,2,5,8,20,14,7,9,8,6,7
Cosumnes River ,"Physics, General-190200",5,5,10,8,5,7,6,8,7,16
Cosumnes River ,Political Science-220700,0,0,0,0,0,0,0,4,8,6
Cosumnes River ,"Psychology, General-200100",24,28,38,64,51,64,76,94,90,97
Cosumnes River ,Radio and Television-060400,3,6,6,5,6,7,7,7,11,13
Cosumnes River ,Radio-060410,0,1,1,1,1,1,2,0,0,2
Cosumnes River ,Real Estate-051100,5,14,9,12,13,9,8,16,29,30
Cosumnes River ,Restaurant and Food Services and Management-130710,21,19,3,17,11,7,10,11,7,6
Cosumnes River ,Sign Language-085000,0,0,0,0,2,2,13,9,4,2
Cosumnes River ,Small Business and Entrepreneurship-050640,12,8,9,10,15,10,12,14,17,16
Cosumnes River ,Social Justice: Ethnic Studies-220150,0,0,0,0,0,0,0,1,1,1
Cosumnes River ,Social Justice: Gender Studies-220170,0,0,0,0,0,0,0,2,2,0
Cosumnes River ,"Social Sciences, General-220100",41,36,29,58,57,38,50,41,39,37
Cosumnes River ,Sociology-220800,26,28,24,36,46,56,52,60,41,32
Cosumnes River ,Software Applications-070210,1,2,1,2,0,0,0,0,0,0
Cosumnes River ,Spanish-110500,2,0,6,4,5,3,2,4,4,3
Cosumnes River ,Speech Communication-150600,19,29,32,30,28,44,42,38,26,34
Cosumnes River ,Tax Studies-050210,0,1,0,2,0,0,0,0,0,0
Cosumnes River ,Television (including combined TV/Film/Video)-060420,3,5,4,13,5,23,15,9,15,19
Cosumnes River ,The School Age Child-130550,1,0,7,6,4,0,3,5,2,2
Cosumnes River ,Transfer Studies-490110,218,133,155,221,0,0,0,0,0,0
Cosumnes River ,Veterinary Technician (Licensed)-010210,21,17,39,27,12,16,1,21,19,0
Cosumnes River ,Website Design and Development-061430,2,2,3,5,6,3,2,10,9,6
Cosumnes River ,Welding Technology-095650,2,2,20,7,21,3,0,1,29,29
Cosumnes River ,Women's Studies-220110,0,0,0,0,0,0,0,0,1,0
Crafton Hills ,Accounting-050200,1,0,0,0,0,0,0,0,5,3
Crafton Hills ,Anatomy and Physiology-041000,0,2,1,0,0,0,0,0,0,0
Crafton Hills ,Animation-061440,1,0,0,0,0,0,0,0,0,0
Crafton Hills ,Anthropology-220200,4,4,9,5,7,17,7,3,9,6
Crafton Hills ,Arabic-111200,0,0,0,0,0,0,2,0,0,0
Crafton Hills ,Art-100200,10,5,7,7,7,11,15,12,21,11
Crafton Hills ,Astronomy-191100,1,0,0,0,0,0,0,0,0,0
Crafton Hills ,Biological and Physical Sciences (and Mathematics)-490200,132,146,144,121,139,141,163,146,175,77
Crafton Hills ,"Biology, General-040100",4,3,7,3,11,9,9,24,20,8
Crafton Hills ,Business Administration-050500,52,50,51,60,57,61,74,73,98,50
Crafton Hills ,Business Management-050600,6,11,4,10,4,2,7,9,19,9
Crafton Hills ,"Chemistry, General-190500",9,5,3,5,7,8,7,18,14,7
Crafton Hills ,Child Development/Early Care and Education-130500,12,10,14,10,19,15,9,11,9,12
Crafton Hills ,Computer Graphics and Digital Imagery-061460,2,0,0,1,3,3,1,0,0,1
Crafton Hills ,Computer Information Systems-070200,16,8,11,5,3,11,8,8,6,1
Crafton Hills ,Computer Networking-070810,0,0,0,0,0,0,0,0,1,0
Crafton Hills ,Computer Science (Transfer)-070600,0,3,10,3,5,14,18,15,18,14
Crafton Hills ,Digital Media-061400,0,0,0,0,0,0,0,2,4,3
Crafton Hills ,Dramatic Arts-100700,3,0,4,3,9,5,9,8,5,1
Crafton Hills ,Economics-220400,1,4,3,9,6,6,7,3,7,3
Crafton Hills ,Emergency Medical Services-125000,200,146,122,161,211,229,162,146,208,157
Crafton Hills ,English-150100,16,27,18,16,25,27,23,13,23,11
Crafton Hills ,Environmental Science-030100,1,2,4,2,1,1,3,4,2,2
Crafton Hills ,"Fine Arts, General-100100",5,3,2,3,6,2,11,8,11,2
Crafton Hills ,Fire Academy-213350,0,13,22,43,50,60,57,56,53,31
Crafton Hills ,Fire Technology-213300,74,21,20,14,13,11,17,24,31,13
Crafton Hills ,Geography-220600,1,1,2,0,0,1,0,0,1,0
Crafton Hills ,Geology-191400,2,3,3,2,4,1,3,1,0,1
Crafton Hills ,"Health Occupations, General-120100",0,0,0,0,0,0,1,1,3,2
Crafton Hills ,History-220500,13,14,14,18,25,39,39,36,28,26
Crafton Hills ,Humanities-490300,3,2,2,2,7,2,11,10,7,2
Crafton Hills ,Japanese-110800,1,4,8,7,7,3,4,5,9,3
Crafton Hills ,Kinesiology-127000,0,1,7,8,12,14,14,18,10,11
Crafton Hills ,"Liberal Arts and Sciences, General-490100",4,0,0,0,0,0,0,0,0,0
Crafton Hills ,Liberal Studies-490120,1,5,7,2,3,2,6,8,4,0
Crafton Hills ,Marketing and Distribution-050900,0,0,0,0,0,0,0,0,0,1
Crafton Hills ,"Mathematics, General-170100",26,17,33,30,44,44,30,26,19,21
Crafton Hills ,Multimedia-061410,0,0,0,0,0,0,2,2,6,2
Crafton Hills ,Music-100400,1,5,5,0,1,3,9,6,10,0
Crafton Hills ,"Nutrition, Foods, and Culinary Arts-130600",0,0,0,0,0,0,2,2,4,0
Crafton Hills ,Other Information Technology-079900,2,0,1,2,1,2,0,0,0,0
Crafton Hills ,Paramedic-125100,34,37,43,52,21,43,9,23,40,45
Crafton Hills ,Philosophy-150900,1,3,11,1,7,0,6,4,4,2
Crafton Hills ,"Physics, General-190200",11,8,13,12,17,13,10,17,8,2
Crafton Hills ,Political Science-220700,5,6,7,10,13,6,8,6,6,7
Crafton Hills ,"Psychology, General-200100",54,42,45,48,77,61,53,64,72,24
Crafton Hills ,Radiologic Technology-122500,17,12,16,16,16,15,8,7,0,6
Crafton Hills ,Religious Studies-151000,0,0,4,1,1,1,6,4,5,2
Crafton Hills ,Respiratory Care/Therapy-121000,27,17,24,29,25,32,28,17,20,17
Crafton Hills ,Retail Store Operations and Management-050650,0,0,0,1,0,0,0,0,0,0
Crafton Hills ,Sign Language-085000,22,17,11,18,22,16,24,16,11,7
Crafton Hills ,"Social Sciences, General-220100",106,110,117,131,123,132,128,93,78,59
Crafton Hills ,Sociology-220800,35,40,37,50,45,52,49,36,44,32
Crafton Hills ,Spanish-110500,10,8,9,10,5,13,6,12,10,0
Crafton Hills ,Speech Communication-150600,11,14,21,12,14,26,15,19,16,7
Crafton Hills ,Transfer Studies-490110,0,132,176,188,263,496,463,446,518,286
Crafton Hills ,Unknown-999999,0,0,0,0,0,0,0,0,147,0
Cuesta ,Accounting-050200,2,1,10,12,13,20,46,17,9,7
Cuesta ,Administration of Justice-210500,27,36,33,26,30,39,41,50,32,26
Cuesta ,Aeronautical and Aviation Technology-095000,0,0,0,0,0,0,0,0,0,24
Cuesta ,Agricultural Power Equipment Technology-011600,0,0,0,0,0,0,0,1,0,0
Cuesta ,"Agriculture Business, Sales and Service-011200",0,2,10,8,5,10,16,18,20,12
Cuesta ,Alcohol and Controlled Substances-210440,0,0,10,37,30,24,27,43,19,33
Cuesta ,Anthropology-220200,6,6,6,6,6,10,8,15,4,7
Cuesta ,Architecture and Architectural Technology-020100,0,2,10,6,7,4,8,15,17,11
Cuesta ,Art-100200,9,20,19,19,24,34,19,31,28,34
Cuesta ,Automotive Collision Repair-094900,2,3,4,1,4,4,4,2,28,13
Cuesta ,Automotive Technology-094800,13,12,5,7,11,1,24,13,16,8
Cuesta ,Biological and Physical Sciences (and Mathematics)-490200,157,148,56,31,5,3,1,3,0,0
Cuesta ,"Biology, General-040100",6,3,3,10,19,17,24,24,15,14
Cuesta ,Business Administration-050500,112,141,117,99,114,129,180,159,297,250
Cuesta ,"Business and Commerce, General-050100",0,0,9,10,10,14,646,243,705,428
Cuesta ,Business Management-050600,5,5,54,11,11,4,19,4,6,8
Cuesta ,Ceramics-100230,0,0,0,0,0,1,1,1,2,1
Cuesta ,Certified Nurse Assistant-123030,0,0,57,57,61,24,21,0,1,0
Cuesta ,"Chemistry, General-190500",8,1,3,2,4,4,3,3,4,2
Cuesta ,Child and Adolescent Development-130510,0,0,0,0,0,0,24,39,25,32
Cuesta ,Child Development Administration and Management-130580,0,0,0,0,0,0,4,2,1,3
Cuesta ,Child Development/Early Care and Education-130500,29,26,41,44,46,60,302,168,122,168
Cuesta ,Children with Special Needs-130520,0,0,0,0,0,0,1,6,8,5
Cuesta ,Coaching-083560,0,0,1,0,0,0,1,0,0,3
Cuesta ,Commercial Music-100500,0,0,0,0,0,0,24,10,11,19
Cuesta ,Computer Information Systems-070200,0,7,10,9,11,10,16,7,10,12
Cuesta ,Computer Infrastructure and Support-070800,2,6,18,13,13,13,28,7,14,20
Cuesta ,Computer Science (Transfer)-070600,9,0,0,0,0,0,0,0,0,0
Cuesta ,Computer Software Development-070700,0,0,1,0,0,0,4,0,0,0
Cuesta ,Computer Support-070820,0,0,0,1,2,3,10,1,14,15
Cuesta ,Construction Crafts Technology-095200,0,1,2,0,1,0,4,10,10,7
Cuesta ,Culinary Arts-130630,0,1,5,54,30,56,4,33,62,45
Cuesta ,Dramatic Arts-100700,4,4,5,2,4,2,4,6,6,7
Cuesta ,E-Commerce (Business emphasis)-050970,0,0,3,4,4,4,8,2,5,1
Cuesta ,Economics-220400,2,18,22,24,23,24,48,77,68,83
Cuesta ,"Education, General-080100",0,0,0,0,0,0,287,98,47,131
Cuesta ,Electrical-095220,1,5,12,17,13,16,9,33,22,22
Cuesta ,Electronics and Electric Technology-093400,1,2,2,11,8,10,27,7,3,5
Cuesta ,Emergency Medical Services-125000,15,0,120,115,129,13,121,107,166,94
Cuesta ,"Engineering, General (requires Calculus) (Transfer)-090100",8,7,10,10,6,8,5,6,7,10
Cuesta ,English as a Second Language - Integrated-493087,0,0,24,23,29,64,81,7,216,93
Cuesta ,English as a Second Language - Listening and Speaking-493086,0,0,49,67,46,101,37,0,120,131
Cuesta ,English as a Second Language - Reading-493085,0,0,1,0,0,0,0,0,0,0
Cuesta ,English as a Second Language - Writing-493084,0,0,1,0,0,0,0,0,0,0
Cuesta ,English-150100,22,15,8,18,21,17,26,21,18,18
Cuesta ,Environmental Science-030100,0,0,0,0,0,0,0,1,4,3
Cuesta ,Family Studies-130800,3,5,7,8,8,27,12,22,17,28
Cuesta ,"Fine Arts, General-100100",1,5,3,0,7,6,1,6,4,4
Cuesta ,Fitness Trainer-083520,0,0,0,1,1,2,2,2,1,3
Cuesta ,Geographic Information Systems-220610,0,0,0,0,0,5,9,1,2,0
Cuesta ,Geology-191400,0,1,3,4,2,2,4,3,2,0
Cuesta ,Global Studies-221020,0,0,0,0,0,0,0,2,4,0
Cuesta ,Graphic Art and Design-103000,0,0,1,5,5,8,4,6,14,9
Cuesta ,"Health Occupations, General-120100",0,0,0,1,1,7,16,12,42,7
Cuesta ,"Health Professions, Transfer Core Curriculum-126000",0,1,88,84,98,97,104,164,134,118
Cuesta ,History-220500,10,16,13,17,10,22,21,23,19,20
Cuesta ,Hospitality-130700,1,0,0,0,0,0,1,4,9,4
Cuesta ,Human Services-210400,0,0,0,0,2,5,12,5,8,8
Cuesta ,Humanities and Fine Arts-490310,94,75,91,88,111,96,79,439,208,267
Cuesta ,Industrial Systems Technology and Maintenance-094500,1,1,0,0,0,0,0,0,0,0
Cuesta ,"Information Technology, General-070100",0,0,0,0,0,0,2,0,0,1
Cuesta ,Interior Design and Merchandising-130200,2,0,0,0,0,0,0,0,0,0
Cuesta ,International Studies-221000,2,1,1,0,0,0,1,0,0,0
Cuesta ,Job Seeking/Changing Skills-493012,0,0,0,0,0,0,6,1,46,21
Cuesta ,Journalism-060200,1,9,6,4,2,5,7,0,5,3
Cuesta ,Kinesiology-127000,29,29,26,30,19,22,15,27,15,13
Cuesta ,"Law, General-140100",11,0,0,0,1,5,8,5,1,3
Cuesta ,"Liberal Arts and Sciences, General-490100",146,137,202,210,174,224,228,880,473,662
Cuesta ,Liberal Studies-490120,0,0,0,0,0,7,20,17,11,9
Cuesta ,Library Technician (Aide)-160200,11,10,33,40,22,18,86,40,78,59
Cuesta ,Licensed Vocational Nursing-123020,0,1,44,24,37,36,37,8,22,7
Cuesta ,Manufacturing and Industrial Technology-095600,0,0,0,0,0,0,0,0,1,0
Cuesta ,Marketing and Distribution-050900,0,2,3,1,4,0,1,0,0,0
Cuesta ,"Mathematics, General-170100",36,36,47,36,43,43,26,22,21,23
Cuesta ,Medical Assisting-120800,1,24,32,20,38,28,66,5,7,1
Cuesta ,Music-100400,7,15,34,28,20,29,17,18,12,13
Cuesta ,"Nutrition, Foods, and Culinary Arts-130600",0,11,12,24,23,8,11,22,12,11
Cuesta ,Office Technology/Office Computer Applications-051400,2,0,0,1,2,5,1,6,4,5
